address,zip,town,list_date,sold_date,days_on_market,list_price,sold_price,sold_vs_ask_pct,property_type,conflicts,_sources
62 COLCHESTER RD,07974,New Providence,2024-04-03,2024-06-05,67,1299000,1470000,13.16,Single Family,,"listing_scrape,nj_records"
21 PRINCETON DR,07974,New Providence,2024-04-23,2024-06-07,54,1049000,1065000,1.53,Single Family,,"listing_scrape,nj_records"
50 UNION AVE UNIT 9,07974,New Providence,2024-04-15,2024-06-21,72,785000,888000,13.12,Condo,,"listing_scrape,nj_records"
348 MAPLE ST,07974,New Providence,2024-05-16,2024-07-02,53,1300000,1399000,7.62,Single Family,,"listing_scrape,nj_records"
366 MAPLE ST,07974,New Providence,2024-05-15,2024-07-03,61,1249000,1480000,18.49,Single Family,,"listing_scrape,nj_records"
25 BERGEN RD,07974,New Providence,2024-05-08,2024-07-11,74,1599000,1540000,-3.69,Single Family,year_built,"listing_scrape,nj_records"
49 CODDINGTON DR,07974,New Providence,2024-04-29,2024-07-17,87,850000,985000,15.88,Single Family,,"listing_scrape,nj_records"
16 WALKER DR,07974,New Providence,2024-06-18,2024-08-02,49,889000,969999,9.11,Single Family,,"listing_scrape,nj_records"
26 MILL POND RD,07974,New Providence,2024-06-24,2024-08-02,55,1150000,1311000,14.0,Single Family,,"listing_scrape,nj_records"
89 BRADFORD ST,07974,New Providence,2024-06-26,2024-08-07,49,925000,977020,5.62,Single Family,,"listing_scrape,nj_records"
63 SOUTHGATE RD,07974,New Providence,2024-06-17,2024-08-17,72,700000,715000,2.14,Condo,,"listing_scrape,nj_records"
1 Murray Hill Sq Unit 1,07974,New Providence,2024-06-17,2024-09-13,93,659900,705000,6.83,Townhouse,,"listing_scrape,nj_records"
119 SOUTHGATE RD,07974,New Providence,2024-10-09,2024-11-11,39,699000,825000,18.03,Single Family,year_built,"listing_scrape,nj_records"
65 WOODCREST DR,07974,New Providence,2024-09-04,2024-11-14,78,949000,930000,-2.0,Single Family,,"listing_scrape,nj_records"
37 WOODBINE CIR,07974,New Providence,2024-11-15,2024-12-13,32,1350000,1350000,0.0,Single Family,,"listing_scrape,nj_records"
362 HIGH ST,07980,Long Hill,2023-04-26,2023-07-20,95,899000,1020000,13.46,Single Family,,"listing_scrape,nj_records"
59 WINDING WAY,07980,Long Hill,2023-06-29,2023-08-02,38,825000,867000,5.09,Single Family,,"listing_scrape,nj_records"
385 PASSAIC AVE,07980,Long Hill,2023-11-21,2024-03-15,120,585000,600000,2.56,Single Family,,"listing_scrape,nj_records"
735 ROUTE 202,08807,Bridgewater,2023-03-01,2023-08-03,174,489500,460000,-6.03,Single Family,,"listing_scrape,nj_records"
3108 PINHORN DRIVE,08807,Bridgewater,2023-06-13,2023-08-09,68,299900,325000,8.37,Condo,,"listing_scrape,nj_records"
3408 PINHORN DRIVE,08807,Bridgewater,2023-06-16,2023-09-22,104,430000,460000,6.98,Condo,,"listing_scrape,nj_records"
4002 CRAWFORD CT.,08807,Bridgewater,2023-08-30,2023-10-10,50,360000,360000,0.0,Condo,,"listing_scrape,nj_records"
780 DOW RD,08807,Bridgewater,2023-08-14,2023-10-10,62,789000,881001,11.66,Single Family,year_built,"listing_scrape,nj_records"
103 BROKAW COURT,08807,Bridgewater,2023-09-20,2023-11-17,67,468000,475000,1.5,Condo,,"listing_scrape,nj_records"
458 MILCRIP RD,08807,Bridgewater,2023-07-17,2023-11-17,127,675000,635000,-5.93,Single Family,,"listing_scrape,nj_records"
7 MCKAY DR.,08807,Bridgewater,2023-10-27,2024-01-11,81,1350000,1310000,-2.96,Single Family,,"listing_scrape,nj_records"
280 GOLDFINCH DR,08807,Bridgewater,2024-01-02,2024-02-05,40,699900,806000,15.16,Single Family,,"listing_scrape,nj_records"
258 SHORT HILLS DRIVE,08807,Bridgewater,2023-12-28,2024-02-20,62,689900,800000,15.96,Single Family,,"listing_scrape,nj_records"
662 FOOTHILL ROAD,08807,Bridgewater,2024-02-19,2024-04-02,49,999900,1009900,1.0,Single Family,,"listing_scrape,nj_records"
85 WILLIAMSON COURT,08807,Bridgewater,2024-02-13,2024-04-05,64,385000,400000,3.9,Condo,,"listing_scrape,nj_records"
1056 TALL OAKS DRIVE,08807,Bridgewater,2024-03-07,2024-04-24,53,799900,782130,-2.22,Single Family,,"listing_scrape,nj_records"
15 BLOSSOM DRIVE,08807,Bridgewater,2024-04-12,2024-06-13,66,887000,997000,12.4,Single Family,,"listing_scrape,nj_records"
3411 FRENCH DR.,08807,Bridgewater,2024-05-31,2024-07-15,54,409000,390000,-4.65,Condo,year_built,"listing_scrape,nj_records"
4 BOGART DRIVE,08807,Bridgewater,2024-06-10,2024-08-10,69,874999,910000,4.0,Single Family,,"listing_scrape,nj_records"
193 MILLTOWN ROAD,08807,Bridgewater,2024-07-11,2024-08-14,40,639000,655000,2.5,Single Family,,"listing_scrape,nj_records"
1162 FAIRFIELD ROAD,08807,Bridgewater,2024-07-10,2024-09-20,76,700000,805000,15.0,Single Family,,"listing_scrape,nj_records"
1503 Stech Dr Unit 1503,08807,Bridgewater,2024-08-04,2024-09-25,56,520000,552000,6.15,Condo,,"listing_scrape,nj_records"
12 SCHAAL STREET,08807,Bridgewater,2024-08-17,2024-10-17,68,889000,889000,0.0,Single Family,,"listing_scrape,nj_records"
14 CAMPBELL COURT,08807,Bridgewater,2024-08-19,2024-10-23,69,645000,685000,6.2,Single Family,,"listing_scrape,nj_records"
4502 PATTERSON ST.,08807,Bridgewater,2024-09-06,2024-10-24,52,563300,620000,10.07,Condo,,"listing_scrape,nj_records"
69 HARRY ROAD,08807,Bridgewater,2024-09-07,2024-11-07,68,375000,405000,8.0,Single Family,year_built,"listing_scrape,nj_records"
12 REDMOND COURT,08807,Bridgewater,2024-07-30,2024-11-08,107,879000,890000,1.25,Single Family,,"listing_scrape,nj_records"
230 WEST END AVENUE,08812,Green Brook,2023-06-09,2023-07-18,51,799000,851000,6.51,Single Family,,"listing_scrape,nj_records"
418 WARRENVILLE RD.,08812,Green Brook,2023-05-10,2023-07-20,75,599900,650000,8.35,Single Family,,"listing_scrape,nj_records"
16 RED BUD LANE,08812,Green Brook,2023-06-03,2023-07-21,54,899900,925000,2.79,Single Family,,"listing_scrape,nj_records"
16 RIDGE ROAD,08812,Green Brook,2022-08-22,2023-10-05,419,1450000,1385000,-4.48,Single Family,,"listing_scrape,nj_records"
48 RIDGE ROAD,08812,Green Brook,2023-09-15,2023-11-01,61,1060000,1080000,1.89,Single Family,,"listing_scrape,nj_records"
1028 SHADOWLAWN DRIVE,08812,Green Brook,2024-02-12,2024-04-23,77,469900,528000,12.36,Condo,,"listing_scrape,nj_records"
8 CAROL PL,08817,Edison,2023-03-25,2023-07-05,127,439000,470000,7.06,Single Family,sold_date;lot_sqft,"listing_scrape,nj_records"
30 S HEATHCOTE AVE,08817,Edison,2023-05-13,2023-07-07,68,470000,500000,6.38,Single Family,,"listing_scrape,nj_records"
39 SILVER LAKE AVE,08817,Edison,2023-05-05,2023-07-07,83,321000,345000,7.48,Single Family,,"listing_scrape,nj_records"
11 WOERNER CT,08817,Edison,2023-06-16,2023-07-10,37,379900,435000,14.5,Single Family,,"listing_scrape,nj_records"
3202 HANA RD,08817,Edison,2023-06-15,2023-07-17,42,405000,450000,11.11,Townhouse,,"listing_scrape,nj_records"
8604 HANA RD,08817,Edison,2023-05-10,2023-07-19,81,375000,411000,9.6,Townhouse,,"listing_scrape,nj_records"
119 REDWOOD AVE,08817,Edison,2023-06-23,2023-08-07,59,419000,453500,8.23,Single Family,,"listing_scrape,nj_records"
3 PELHAM AVE,08817,Edison,2023-06-28,2023-08-07,62,449995,515000,14.45,Single Family,sold_date,"listing_scrape,nj_records"
60 EDEN AVE,08817,Edison,2023-06-17,2023-08-15,73,445500,480000,7.74,Single Family,,"listing_scrape,nj_records"
189 COLLEGE DRIVE,08817,Edison,2023-06-16,2023-08-16,74,210000,195000,-7.14,Condo,,"listing_scrape,nj_records"
1637 WATERFORD DR,08817,Edison,2023-07-27,2023-09-05,45,349000,386000,10.6,Condo,,"listing_scrape,nj_records"
109 IDLEWILD RD,08817,Edison,2023-07-11,2023-09-12,70,855695,863899,0.96,Single Family,lot_sqft;year_built,"listing_scrape,nj_records"
301 WOODHAVEN DR,08817,Edison,2023-10-04,2023-11-03,53,325000,355000,9.23,Condo,sold_date,"listing_scrape,nj_records"
287 SYLVAN DELL AVE,08817,Edison,2023-08-18,2023-11-06,88,429000,420000,-2.1,Single Family,,"listing_scrape,nj_records"
706 WOODHAVEN DR,08817,Edison,2023-08-31,2023-11-07,80,345000,353000,2.32,Condo,,"listing_scrape,nj_records"
7503 HANA RD,08817,Edison,2023-09-20,2023-11-08,62,399000,410000,2.76,Condo Townhome Rowhome Coop,year_built,"listing_scrape,nj_records"
1 LAMBERT AVE,08817,Edison,2023-09-04,2023-11-10,71,675000,675000,0.0,Single Family,,"listing_scrape,nj_records"
237 LORING AVE,08817,Edison,2023-09-19,2023-11-10,62,385000,400000,3.9,Single Family,,"listing_scrape,nj_records"
320 SUTTONS LANE,08817,Edison,2023-08-05,2023-11-14,106,449000,449000,0.0,Single Family,,"listing_scrape,nj_records"
13 EARDLEY RD,08817,Edison,2023-10-25,2023-11-21,33,549900,550000,0.02,Single Family,,"listing_scrape,nj_records"
6 WAVERLY DR EAST,08817,Edison,2023-09-07,2023-11-22,80,509000,525000,3.14,Single Family,,"listing_scrape,nj_records"
126 MORETTI LANE,08817,Edison,2023-08-18,2023-12-12,132,625000,637000,1.92,Single Family,,"listing_scrape,nj_records"
21 SHEPPARD PL,08817,Edison,2023-10-30,2024-01-08,83,549900,606500,10.29,Single Family,,"listing_scrape,nj_records"
12 PINE ST,08817,Edison,2023-11-28,2024-01-12,57,399900,405000,1.28,Single Family,,"listing_scrape,nj_records"
72 CLIFTON ST,08817,Edison,2023-12-28,2024-02-07,48,525000,520000,-0.95,Single Family,,"listing_scrape,nj_records"
46 ELM ST,08817,Edison,2023-10-27,2024-02-08,108,437000,425000,-2.75,Single Family,,"listing_scrape,nj_records"
47 EARDLEY RD,08817,Edison,2024-01-13,2024-02-09,33,589900,615000,4.25,Single Family,,"listing_scrape,nj_records"
2 STANLEY PL,08817,Edison,2024-01-05,2024-02-12,48,589900,655000,11.04,Single Family,,"listing_scrape,nj_records"
20 KENMORE RD,08817,Edison,2023-12-11,2024-02-12,70,819900,826000,0.74,Single Family,,"listing_scrape,nj_records"
145 JEFFERSON BLVD,08817,Edison,2023-12-26,2024-02-22,62,450000,475000,5.56,Multi-Family,,"listing_scrape,nj_records"
27 BONNIE BROOK AVE,08817,Edison,2024-01-30,2024-03-07,55,679000,805000,18.56,Multi-Family,,"listing_scrape,nj_records"
46 CALDWELL RD,08817,Edison,2024-02-17,2024-04-03,54,453000,488000,7.73,Single Family,,"listing_scrape,nj_records"
21 CARMELLO DR,08817,Edison,2023-11-12,2024-04-04,155,639000,650000,1.72,Single Family,,"listing_scrape,nj_records"
194 LORING AVE,08817,Edison,2024-01-30,2024-04-08,75,479000,491000,2.51,Single Family,,"listing_scrape,nj_records"
47 OVINGTON AVE,08817,Edison,2024-02-14,2024-04-08,75,979000,992000,1.33,Single Family,sold_date;year_built,"listing_scrape,nj_records"
173 EASY ST,08817,Edison,2023-10-23,2024-04-10,174,399000,399000,0.0,Single Family,,"listing_scrape,nj_records"
32 STURGIS RD,08817,Edison,2024-01-23,2024-04-10,91,449900,500320,11.21,Single Family,,"listing_scrape,nj_records"
13 MARKET ST,08817,Edison,2024-02-28,2024-04-15,53,399000,410000,2.76,Single Family,,"listing_scrape,nj_records"
154 PLAINFIELD AVE,08817,Edison,2024-03-20,2024-04-19,36,439900,470000,6.84,Single Family,lot_sqft,"listing_scrape,nj_records"
5 GLENVILLE RD,08817,Edison,2024-03-07,2024-04-23,53,450000,490000,8.89,Single Family,,"listing_scrape,nj_records"
54 TAFT AVE,08817,Edison,2024-01-31,2024-05-02,119,850000,860000,1.18,Multi-Family,sold_date,"listing_scrape,nj_records"
230 College Dr Unit 230,08817,Edison,2024-04-16,2024-05-21,41,250000,272000,8.8,Condo,,"listing_scrape,nj_records"
35 WELDON RD,08817,Edison,2024-04-16,2024-05-21,44,525000,526500,0.29,Single Family,,"listing_scrape,nj_records"
6308 HANA RD,08817,Edison,2024-03-29,2024-05-23,62,499900,571000,14.22,Condo,,"listing_scrape,nj_records"
25 KENLEN DR,08817,Edison,2024-04-19,2024-06-05,58,480000,550151,14.61,Single Family,,"listing_scrape,nj_records"
4 MEYER RD,08817,Edison,2024-04-10,2024-06-11,71,612000,680000,11.11,Single Family,,"listing_scrape,nj_records"
9 SHORT ST,08817,Edison,2024-04-18,2024-06-12,59,385950,450000,16.6,Single Family,,"listing_scrape,nj_records"
4605 HANA RD,08817,Edison,2024-04-24,2024-06-13,57,375000,436000,16.27,Condo Townhome Rowhome Coop,,"listing_scrape,nj_records"
17 RYAN RD,08817,Edison,2024-04-10,2024-06-16,77,795000,790000,-0.63,Single Family,,"listing_scrape,nj_records"
33 PARTCH PL,08817,Edison,2024-05-04,2024-07-03,71,575000,615000,6.96,Single Family,,"listing_scrape,nj_records"
12 KAREN PL,08817,Edison,2024-03-13,2024-07-09,123,589900,660000,11.88,Single Family,,"listing_scrape,nj_records"
14 E KNOLLWOOD RD,08817,Edison,2024-06-13,2024-07-12,47,475000,515000,8.42,Single Family,,"listing_scrape,nj_records"
8 AMMAN RD,08817,Edison,2024-05-31,2024-07-16,52,649000,670000,3.24,Single Family,,"listing_scrape,nj_records"
7301 HANA RD,08817,Edison,2024-04-29,2024-07-19,87,415000,485000,16.87,Condo,,"listing_scrape,nj_records"
6904 HANA RD,08817,Edison,2024-06-04,2024-07-23,56,549900,622000,13.11,Condo,year_built,"listing_scrape,nj_records"
184 COLLEGE DRIVE,08817,Edison,2024-07-11,2024-08-02,35,249999,265000,6.0,Condo,,"listing_scrape,nj_records"
2105 MERRYWOOD DR,08817,Edison,2024-06-12,2024-08-06,64,699000,675000,-3.43,Condo Townhome Rowhome Coop,,"listing_scrape,nj_records"
45 CRAIG ST,08817,Edison,2024-06-27,2024-08-07,45,419900,465000,10.74,Single Family,,"listing_scrape,nj_records"
19 CARMELLO DR,08817,Edison,2024-07-21,2024-08-09,28,499999,520000,4.0,Single Family,,"listing_scrape,nj_records"
394 DURHAM AVE,08817,Edison,2024-05-09,2024-08-09,102,758000,760000,0.26,Single Family,,"listing_scrape,nj_records"
22 PROSPECT AVE,08817,Edison,2024-07-23,2024-08-17,33,380000,380000,0.0,Single Family,,"listing_scrape,nj_records"
45 PARK WAY,08817,Edison,2024-06-20,2024-08-20,66,749000,820000,9.48,Single Family,,"listing_scrape,nj_records"
1935 RASPBERRY CT,08817,Edison,2024-07-24,2024-09-04,55,294900,313000,6.14,Condo,,"listing_scrape,nj_records"
22 MORSE AVE,08817,Edison,2024-07-19,2024-09-09,65,464000,480000,3.45,Single Family,,"listing_scrape,nj_records"
52 HICKORY ST,08817,Edison,2024-07-31,2024-09-11,49,450000,520000,15.56,Single Family,,"listing_scrape,nj_records"
299 CENTRAL AVE,08817,Edison,2024-06-28,2024-09-17,87,749000,730000,-2.54,Single Family,,"listing_scrape,nj_records"
7 DOGWOOD CIRCLE,08817,Edison,2024-08-02,2024-09-18,52,529000,549000,3.78,Single Family,,"listing_scrape,nj_records"
41 CRAIG ST,08817,Edison,2024-08-01,2024-09-21,55,415000,430000,3.61,Single Family,,"listing_scrape,nj_records"
19 SPENCER ST,08817,Edison,2024-07-02,2024-10-02,97,449999,490000,8.89,Single Family,,"listing_scrape,nj_records"
11 HILL RD,08817,Edison,2024-02-11,2024-10-10,249,599900,615000,2.52,Single Family,,"listing_scrape,nj_records"
30 ASHLEY RD,08817,Edison,2024-08-28,2024-10-10,47,949000,975000,2.74,Single Family,year_built,"listing_scrape,nj_records"
24 FINLEY RD,08817,Edison,2024-08-14,2024-10-11,69,540000,550000,1.85,Single Family,,"listing_scrape,nj_records"
102 SCHUYLER DR,08817,Edison,2024-08-01,2024-10-15,80,549000,635000,15.66,Single Family,,"listing_scrape,nj_records"
6 FRED PL,08817,Edison,2024-07-15,2024-10-28,92,810000,810000,0.0,Single Family,,"listing_scrape,nj_records"
17 MARKET ST,08817,Edison,2024-09-04,2024-11-01,64,495000,530000,7.07,Single Family,,"listing_scrape,nj_records"
1037 WATERFORD DR,08817,Edison,2024-09-19,2024-11-12,61,399000,410000,2.76,Condo,,"listing_scrape,nj_records"
134 WATERFORD DR,08817,Edison,2024-10-08,2024-11-12,41,389999,389999,0.0,Condo,,"listing_scrape,nj_records"
24 STILES RD,08817,Edison,2024-08-02,2024-11-12,107,949900,935000,-1.57,Single Family,,"listing_scrape,nj_records"
19 PHILLIPS RD,08817,Edison,2024-09-25,2024-11-13,53,680000,735009,8.09,Single Family,,"listing_scrape,nj_records"
7 OPATUT CT,08817,Edison,2024-04-08,2024-11-15,227,1490000,1375000,-7.72,Single Family,lot_sqft,"listing_scrape,nj_records"
41 JEFFERSON BLVD,08817,Edison,2024-09-13,2024-11-20,72,879900,879900,0.0,Single Family,year_built,"listing_scrape,nj_records"
912 Waterford Dr Unit 912,08817,Edison,2024-10-10,2024-11-20,46,415000,426000,2.65,Condo,,"listing_scrape,nj_records"
38 MAGNOLIA ST,08817,Edison,2024-09-03,2024-12-04,103,499999,500000,0.0,Single Family,,"listing_scrape,nj_records"
4 RONEY RD,08820,Edison,2023-03-30,2023-07-06,109,699000,715000,2.29,Single Family,year_built,"listing_scrape,nj_records"
322 WESTGATE DR,08820,Edison,2023-03-10,2023-07-13,135,519900,510000,-1.9,Townhouse,,"listing_scrape,nj_records"
1254 INMAN AVE,08820,Edison,2023-04-19,2023-08-02,109,709000,755000,6.49,Single Family,,"listing_scrape,nj_records"
6 AZTEC CT,08820,Edison,2023-02-18,2023-08-02,176,1625000,1590000,-2.15,Single Family,,"listing_scrape,nj_records"
2 KALMIA LANE,08820,Edison,2023-03-10,2023-08-04,158,789900,785000,-0.62,Single Family,,"listing_scrape,nj_records"
885 BEATRICE PKWY,08820,Edison,2023-06-16,2023-08-10,61,620000,625000,0.81,Single Family,,"listing_scrape,nj_records"
34 King St Unit 34,08820,Edison,2023-06-09,2023-08-14,72,920000,970000,5.43,Single Family,,"listing_scrape,nj_records"
192 LINDA LANE,08820,Edison,2023-07-08,2023-08-17,44,499900,525500,5.12,Townhouse,,"listing_scrape,nj_records"
205 W LOCUST AVE,08820,Edison,2023-04-26,2023-08-17,120,829000,875000,5.55,Single Family,,"listing_scrape,nj_records"
65 TOWER RD,08820,Edison,2023-03-30,2023-08-22,151,730000,700000,-4.11,Single Family,,"listing_scrape,nj_records"
55 GATE HOUSE LANE,08820,Edison,2023-07-28,2023-09-14,61,585000,635000,8.55,Condo,,"listing_scrape,nj_records"
67 UNION AVE,08820,Edison,2022-04-01,2023-09-15,542,919900,920000,0.01,Single Family,,"listing_scrape,nj_records"
14 EAGLE RD,08820,Edison,2023-07-28,2023-09-18,58,749900,755000,0.68,Single Family,,"listing_scrape,nj_records"
4 LILY RD,08820,Edison,2023-08-18,2023-09-22,39,1150000,1360000,18.26,Single Family,,"listing_scrape,nj_records"
14 MARTHA ST,08820,Edison,2023-07-30,2023-10-04,72,890000,905000,1.69,Single Family,,"listing_scrape,nj_records"
295 MC KINLEY AVE,08820,Edison,2023-09-26,2023-11-10,54,649900,698000,7.4,Single Family,,"listing_scrape,nj_records"
16 SONIA COURT,08820,Edison,2023-08-18,2023-11-21,100,1269000,1260000,-0.71,Single Family,,"listing_scrape,nj_records"
88 GATE HOUSE LANE,08820,Edison,2023-10-03,2024-01-10,114,500000,510000,2.0,Condo,,"listing_scrape,nj_records"
15 EDINBURGH COURT,08820,Edison,2023-12-01,2024-02-07,76,485000,477000,-1.65,Condo,,"listing_scrape,nj_records"
6 STEWART AVE,08820,Edison,2024-01-03,2024-02-07,39,739000,801111,8.4,Single Family,,"listing_scrape,nj_records"
40 NETHERWOOD CIR,08820,Edison,2023-08-05,2024-02-09,192,760000,680000,-10.53,Land,lot_sqft,"listing_scrape,nj_records"
3 CLIVE HILLS RD,08820,Edison,2023-07-21,2024-02-14,213,1290000,1250000,-3.1,Single Family,,"listing_scrape,nj_records"
117 ELIZABETH AVE,08820,Edison,2024-01-03,2024-02-16,50,865000,911000,5.32,Single Family,,"listing_scrape,nj_records"
13 CHURCHILL RD,08820,Edison,2023-10-04,2024-02-22,147,800000,856000,7.0,Single Family,,"listing_scrape,nj_records"
3802 CRICKET CIRCLE,08820,Edison,2024-01-07,2024-03-01,59,470000,504000,7.23,Condo Townhome Rowhome Coop,,"listing_scrape,nj_records"
11 CANTERBURY LANE,08820,Edison,2023-12-26,2024-03-06,78,695000,770000,10.79,Single Family,,"listing_scrape,nj_records"
17 TIMBER RD,08820,Edison,2024-02-11,2024-03-15,42,718000,800000,11.42,Single Family,,"listing_scrape,nj_records"
5 DIAMOND DR,08820,Edison,2024-02-28,2024-04-09,55,875000,892000,1.94,Single Family,,"listing_scrape,nj_records"
82 REVERE BLVD,08820,Edison,2024-01-30,2024-04-09,75,950000,999499,5.21,Single Family,,"listing_scrape,nj_records"
31 LAVENDER DR,08820,Edison,2024-02-29,2024-04-18,45,745000,775000,4.03,Single Family,,"listing_scrape,nj_records"
3 FRANCES RD,08820,Edison,2024-03-21,2024-05-06,56,649900,772000,18.79,Single Family,,"listing_scrape,nj_records"
12 TENNYSON ST,08820,Edison,2024-03-10,2024-05-10,70,850000,915000,7.65,Single Family,,"listing_scrape,nj_records"
221 GARFIELD ST,08820,Edison,2024-02-22,2024-05-10,91,799000,820000,2.63,Single Family,,"listing_scrape,nj_records"
