address,zip,town,list_date,sold_date,days_on_market,list_price,sold_price,sold_vs_ask_pct,property_type,conflicts,_sources
4311 POINTE GATE DRIVE,07039,Livingston,2023-08-15,2023-08-09,0,589000,615000,4.41,Condo,,"listing_scrape,nj_records"
47 BURNET HILL ROAD,07039,Livingston,2023-07-06,2023-08-09,55,949900,967000,1.8,Single Family,sold_date,"listing_scrape,nj_records"
5 BAKER RD,07039,Livingston,2023-06-21,2023-08-10,61,899000,931000,3.56,Single Family,,"listing_scrape,nj_records"
176 BEAUFORT AVE,07039,Livingston,2023-06-16,2023-08-11,62,1180000,1242500,5.3,Single Family,year_built,"listing_scrape,nj_records"
81 N MITCHELL AVE,07039,Livingston,2023-07-03,2023-08-11,55,1090000,1200000,10.09,Single Family,,"listing_scrape,nj_records"
63 HILLSIDE TER,07039,Livingston,2023-05-30,2023-08-15,83,579000,675000,16.58,Single Family,,"listing_scrape,nj_records"
15 PUTNAM ROAD,07039,Livingston,2023-04-10,2023-08-16,135,2150000,1870000,-13.02,Single Family,,"listing_scrape,nj_records"
13 BELMONT DR,07039,Livingston,2023-07-09,2023-08-19,50,685000,600000,-12.41,Single Family,,"listing_scrape,nj_records"
12 PLYMOUTH DR,07039,Livingston,2023-07-13,2023-08-22,48,810000,833000,2.84,Single Family,,"listing_scrape,nj_records"
16 BYRON PLACE,07039,Livingston,2023-07-20,2023-09-06,68,789000,850000,7.73,Single Family,,"listing_scrape,nj_records"
5 CLOVER LANE,07039,Livingston,2023-08-07,2023-09-08,38,849000,901000,6.12,Single Family,,"listing_scrape,nj_records"
123 MEADOWBROOK ROAD,07039,Livingston,2023-06-30,2023-10-03,122,1260000,1220000,-3.17,Single Family,sold_date;year_built,"listing_scrape,nj_records"
191 W NORTHFIELD ROAD,07039,Livingston,2023-08-08,2023-10-06,65,1349000,1360000,0.82,Single Family,,"listing_scrape,nj_records"
56 STONEWALL DR,07039,Livingston,2023-08-09,2023-10-06,71,1985000,1901000,-4.23,Single Family,,"listing_scrape,nj_records"
56 WEST DR,07039,Livingston,2023-08-30,2023-11-02,70,1050000,1130000,7.62,Single Family,,"listing_scrape,nj_records"
64 E SHERBROOKE PKWY,07039,Livingston,2023-09-14,2023-11-10,62,889000,870000,-2.14,Single Family,,"listing_scrape,nj_records"
17 LINCOLN AVE,07039,Livingston,2023-09-20,2023-11-14,60,680000,670000,-1.47,Single Family,,"listing_scrape,nj_records"
83 WINGED FOOT DRIVE,07039,Livingston,2023-09-22,2023-11-16,67,1049000,1120000,6.77,Condo,,"listing_scrape,nj_records"
20 NORTHFIELD COURT,07039,Livingston,2023-10-09,2023-11-22,48,950000,1075000,13.16,Single Family,lot_sqft,"listing_scrape,nj_records"
6 SYLVAN COURT,07039,Livingston,2023-09-05,2023-11-22,82,1395000,1440000,3.23,Single Family,,"listing_scrape,nj_records"
29 INTERVALE RD,07039,Livingston,2023-05-06,2023-12-13,236,1995000,1995000,0.0,Single Family,,"listing_scrape,nj_records"
28 VANDERBILT DRIVE,07039,Livingston,2023-11-01,2024-02-16,116,1599000,1565000,-2.13,Single Family,,"listing_scrape,nj_records"
52 EAST DR,07039,Livingston,2024-01-19,2024-03-06,52,950000,990000,4.21,Single Family,,"listing_scrape,nj_records"
20 CAMBRIDGE RD,07039,Livingston,2024-01-26,2024-03-07,61,550000,705777,28.32,Single Family,,"listing_scrape,nj_records"
32 INTERVALE ROAD,07039,Livingston,2024-01-17,2024-03-07,71,999000,1160000,16.12,Single Family,sold_date,"listing_scrape,nj_records"
41 ROSS ROAD,07039,Livingston,2024-01-11,2024-04-04,97,1850000,1825000,-1.35,Single Family,,"listing_scrape,nj_records"
48 BAKER ROAD,07039,Livingston,2024-02-24,2024-04-09,54,849000,998000,17.55,Single Family,,"listing_scrape,nj_records"
12 KNOLLWOOD DR,07039,Livingston,2024-02-27,2024-04-11,55,845000,875000,3.55,Single Family,,"listing_scrape,nj_records"
620 KENSINGTON LANE,07039,Livingston,2024-02-24,2024-04-19,61,565000,550000,-2.65,Condo,,"listing_scrape,nj_records"
24 ROYAL AVE,07039,Livingston,2024-03-16,2024-05-01,50,759000,975000,28.46,Single Family,,"listing_scrape,nj_records"
100 N HILLSIDE AVENUE,07039,Livingston,2024-04-24,2024-07-03,76,1425000,1545000,8.42,Single Family,,"listing_scrape,nj_records"
16 HILL ST,07039,Livingston,2024-05-28,2024-07-09,47,899000,999999,11.23,Single Family,,"listing_scrape,nj_records"
19 WASHINGTON CT,07039,Livingston,2024-05-01,2024-07-09,74,799000,930000,16.4,Single Family,year_built,"listing_scrape,nj_records"
68 N LIVINGSTON AVENUE,07039,Livingston,2024-05-16,2024-07-09,62,550000,600000,9.09,Single Family,,"listing_scrape,nj_records"
3 MELLON PLACE,07039,Livingston,2024-05-09,2024-07-11,72,2149900,2350000,9.31,Single Family,,"listing_scrape,nj_records"
81 MOUNTHAVEN DR,07039,Livingston,2024-05-29,2024-07-12,48,549000,600000,9.29,Single Family,,"listing_scrape,nj_records"
10 TROMBLEY DR,07039,Livingston,2024-06-06,2024-07-22,54,899000,885000,-1.56,Single Family,,"listing_scrape,nj_records"
67 CHESTNUT STREET,07039,Livingston,2024-03-19,2024-07-22,131,2150000,2067882,-3.82,Single Family,,"listing_scrape,nj_records"
75 HILLSIDE TERRACE,07039,Livingston,2024-06-26,2024-08-02,42,849900,888000,4.48,Single Family,,"listing_scrape,nj_records"
9 BYRON PLACE,07039,Livingston,2024-04-10,2024-08-08,139,699000,875000,25.18,Single Family,,"listing_scrape,nj_records"
6 LANGTREE DRIVE,07039,Livingston,2024-07-04,2024-08-13,45,1295000,1400000,8.11,Single Family,,"listing_scrape,nj_records"
41 SPRING RD,07039,Livingston,2024-06-19,2024-08-21,68,1050000,1156000,10.1,Single Family,,"listing_scrape,nj_records"
19 NOTTINGHAM RD,07039,Livingston,2024-07-16,2024-09-03,58,2450000,2750000,12.24,Single Family,,"listing_scrape,nj_records"
82 W OAKWOOD AVE,07039,Livingston,2024-06-07,2024-09-03,93,995000,985000,-1.01,Single Family,,"listing_scrape,nj_records"
25 SYCAMORE TER,07039,Livingston,2024-06-13,2024-10-10,136,2250000,2250000,0.0,Single Family,,"listing_scrape,nj_records"
27 VIRGINIA AVENUE,07039,Livingston,2024-09-06,2024-10-18,48,985000,1270000,28.93,Single Family,,"listing_scrape,nj_records"
84 MOUNTHAVEN DR,07039,Livingston,2024-09-16,2024-11-04,59,579900,575000,-0.84,Single Family,,"listing_scrape,nj_records"
3 GOODHART DRIVE,07039,Livingston,2024-09-12,2024-11-06,63,1500000,1750000,16.67,Single Family,,"listing_scrape,nj_records"
47 MANOR ROAD,07039,Livingston,2024-09-10,2024-11-06,63,1199000,1330000,10.93,Single Family,,"listing_scrape,nj_records"
102 W NORTHFIELD RD,07039,Livingston,2024-09-11,2024-11-10,74,799000,820000,2.63,Single Family,year_built,"listing_scrape,nj_records"
51 N MITCHELL AVENUE,07039,Livingston,2024-09-13,2024-11-13,67,699000,750000,7.3,Single Family,,"listing_scrape,nj_records"
7 ELMWOOD DRIVE,07039,Livingston,2024-10-07,2024-12-06,73,1725000,1650000,-4.35,Single Family,year_built,"listing_scrape,nj_records"
23 ROOSEVELT ROAD,07040,Maplewood,2023-05-17,2023-07-07,57,1399000,1527000,9.15,Single Family,,"listing_scrape,nj_records"
44 COURTER AVENUE,07040,Maplewood,2023-06-07,2023-07-10,50,795000,927000,16.6,Single Family,,"listing_scrape,nj_records"
16 TOWER DRIVE,07040,Maplewood,2023-04-20,2023-07-17,98,1725000,1750000,1.45,Single Family,,"listing_scrape,nj_records"
36 HIGHLAND AVENUE,07040,Maplewood,2023-06-01,2023-07-20,53,869000,880000,1.27,Single Family,,"listing_scrape,nj_records"
28 BOWDOIN STREET,07040,Maplewood,2023-05-26,2023-07-21,62,899000,1300000,44.61,Single Family,,"listing_scrape,nj_records"
28 REVERE AVENUE,07040,Maplewood,2023-07-07,2023-08-01,32,499000,560000,12.22,Single Family,,"listing_scrape,nj_records"
483 RICHMOND AVENUE,07040,Maplewood,2023-06-06,2023-08-02,63,949000,1200000,26.45,Single Family,,"listing_scrape,nj_records"
18 HIGHLAND PLACE,07040,Maplewood,2023-06-02,2023-08-04,69,799000,1055000,32.04,Single Family,,"listing_scrape,nj_records"
92 OAKVIEW AVENUE,07040,Maplewood,2023-06-14,2023-08-04,56,779000,885000,13.61,Single Family,,"listing_scrape,nj_records"
29 PIERSON ROAD SOUTH,07040,Maplewood,2023-06-21,2023-08-09,53,779000,889000,14.12,Single Family,,"listing_scrape,nj_records"
7 MOSSWOOD TERRACE,07040,Maplewood,2023-06-20,2023-08-11,62,815000,910000,11.66,Single Family,,"listing_scrape,nj_records"
91 PLYMOUTH AVENUE,07040,Maplewood,2023-07-12,2023-08-14,39,899000,1310000,45.72,Single Family,year_built,"listing_scrape,nj_records"
16-18 COOLIDGE ROAD,07040,Maplewood,2023-07-12,2023-08-21,48,799000,819000,2.5,Single Family,,"listing_scrape,nj_records"
38 CLAREMONT DRIVE,07040,Maplewood,2023-07-20,2023-10-10,94,999000,999999,0.1,Single Family,,"listing_scrape,nj_records"
3 WOODHILL DRIVE,07040,Maplewood,2023-09-05,2023-11-03,71,1295000,1485000,14.67,Single Family,,"listing_scrape,nj_records"
96 DURAND ROAD,07040,Maplewood,2023-09-08,2023-11-03,61,1379000,1349000,-2.18,Single Family,,"listing_scrape,nj_records"
1 KERMIT ROAD,07040,Maplewood,2023-10-11,2023-11-04,48,1945000,1955000,0.51,Single Family,sold_date,"listing_scrape,nj_records"
59A Meadowbrook Pl Unit A,07040,Maplewood,2023-09-26,2023-11-07,50,275000,295000,7.27,Condo,,"listing_scrape,nj_records"
162 FRANKLIN AVENUE,07040,Maplewood,2023-10-05,2023-11-20,53,450000,475000,5.56,Single Family,,"listing_scrape,nj_records"
27 UNION AVENUE,07040,Maplewood,2023-09-06,2023-11-20,83,579000,565000,-2.42,Single Family,,"listing_scrape,nj_records"
273 BOYDEN AVENUE,07040,Maplewood,2023-12-12,2023-12-07,0,559000,559000,0.0,Multi-Family,,"listing_scrape,nj_records"
9 YALE STREET,07040,Maplewood,2023-10-25,2023-12-20,63,829000,998000,20.39,Single Family,,"listing_scrape,nj_records"
72 ESSEX AVENUE,07040,Maplewood,2023-11-08,2023-12-21,50,614999,630000,2.44,Single Family,,"listing_scrape,nj_records"
549 SUMMIT AVENUE,07040,Maplewood,2023-08-01,2024-01-10,167,699999,785444,12.21,Single Family,,"listing_scrape,nj_records"
30 HILTON AVENUE,07040,Maplewood,2023-09-28,2024-01-12,110,549900,540000,-1.8,Single Family,year_built,"listing_scrape,nj_records"
17 PEACHTREE ROAD,07040,Maplewood,2023-11-29,2024-01-17,57,375000,460000,22.67,Multi-Family,,"listing_scrape,nj_records"
6 MAPLEWOOD AVENUE,07040,Maplewood,2023-10-25,2024-02-01,106,1100000,1100000,0.0,Single Family,,"listing_scrape,nj_records"
5 COLGATE ROAD,07040,Maplewood,2023-11-16,2024-02-09,91,899000,902000,0.33,Single Family,,"listing_scrape,nj_records"
10 WARREN ROAD,07040,Maplewood,2024-01-16,2024-02-12,37,625000,795000,27.2,Single Family,,"listing_scrape,nj_records"
24 WASHINGTON PARK,07040,Maplewood,2023-11-10,2024-02-22,109,750000,1026000,36.8,Single Family,,"listing_scrape,nj_records"
11-13 MAPLEWOOD AVENUE,07040,Maplewood,2024-02-07,2024-03-06,39,859000,1110000,29.22,Single Family,,"listing_scrape,nj_records"
8 EVERGREEN PLACE,07040,Maplewood,2024-01-31,2024-03-06,39,899000,1200000,33.48,Single Family,,"listing_scrape,nj_records"
110 PLYMOUTH AVENUE,07040,Maplewood,2024-01-06,2024-03-11,71,775000,937000,20.9,Single Family,,"listing_scrape,nj_records"
679 PROSPECT STREET,07040,Maplewood,2024-02-01,2024-03-11,35,800000,920000,15.0,Single Family,,"listing_scrape,nj_records"
195 INDIANA STREET,07040,Maplewood,2024-02-21,2024-04-05,53,500000,500000,0.0,Single Family,,"listing_scrape,nj_records"
23 CRESTWOOD DRIVE,07040,Maplewood,2024-02-27,2024-04-05,54,995000,1252000,25.83,Single Family,,"listing_scrape,nj_records"
30 MOUNTAIN AVENUE,07040,Maplewood,2024-01-04,2024-04-05,104,1895000,1895000,0.0,Single Family,,"listing_scrape,nj_records"
67 TUSCAN ROAD,07040,Maplewood,2024-02-14,2024-04-05,64,950000,1230000,29.47,Single Family,,"listing_scrape,nj_records"
519 PROSPECT STREET,07040,Maplewood,2024-02-28,2024-04-24,61,899000,1142016,27.03,Single Family,,"listing_scrape,nj_records"
93 MIDLAND BLVD,07040,Maplewood,2024-04-09,2024-06-03,62,610000,760000,24.59,Single Family,,"listing_scrape,nj_records"
6 OSBORNE TERRACE,07040,Maplewood,2024-04-25,2024-06-05,48,1209000,1300000,7.53,Single Family,year_built,"listing_scrape,nj_records"
168 OAKLAND ROAD,07040,Maplewood,2024-04-22,2024-06-06,63,799000,902000,12.89,Single Family,,"listing_scrape,nj_records"
28 COLLINWOOD ROAD,07040,Maplewood,2024-04-24,2024-06-06,49,850000,1150000,35.29,Single Family,,"listing_scrape,nj_records"
36 CLAREMONT AVENUE,07040,Maplewood,2024-03-13,2024-06-06,104,1495000,1450000,-3.01,Single Family,,"listing_scrape,nj_records"
19 LEWIS DRIVE,07040,Maplewood,2024-04-10,2024-06-07,68,1200000,1510019,25.83,Single Family,,"listing_scrape,nj_records"
25 HICKORY DRIVE,07040,Maplewood,2024-05-02,2024-06-12,55,1295000,1455000,12.36,Single Family,,"listing_scrape,nj_records"
60 MAPLEWOOD AVENUE,07040,Maplewood,2024-05-08,2024-06-18,47,1250000,1300000,4.0,Single Family,,"listing_scrape,nj_records"
11 NEW ENGLAND ROAD,07040,Maplewood,2024-05-04,2024-06-19,51,929000,1307621,40.76,Single Family,,"listing_scrape,nj_records"
48 HUDSON AVENUE,07040,Maplewood,2024-05-07,2024-06-19,50,710000,861000,21.27,Single Family,,"listing_scrape,nj_records"
77 FRANKLIN AVENUE,07040,Maplewood,2024-04-24,2024-06-19,64,615000,703000,14.31,Single Family,,"listing_scrape,nj_records"
3 RUTGERS STREET,07040,Maplewood,2024-05-08,2024-06-20,48,850000,1170100,37.66,Single Family,year_built,"listing_scrape,nj_records"
26 WILLIAM STREET,07040,Maplewood,2024-05-08,2024-06-21,50,539000,635000,17.81,Single Family,,"listing_scrape,nj_records"
80 BOYDEN AVENUE,07040,Maplewood,2024-05-15,2024-07-01,53,869000,999999,15.07,Multi-Family,,"listing_scrape,nj_records"
86 CLAREMONT AVENUE,07040,Maplewood,2024-04-23,2024-07-01,85,1250000,1400000,12.0,Single Family,,"listing_scrape,nj_records"
17 BROWN STREET,07040,Maplewood,2024-05-08,2024-07-02,61,589000,693000,17.66,Single Family,,"listing_scrape,nj_records"
61 WELLESLEY STREET,07040,Maplewood,2024-05-17,2024-07-02,55,569000,556000,-2.28,Single Family,,"listing_scrape,nj_records"
43 BOWDOIN STREET,07040,Maplewood,2024-05-29,2024-07-09,47,845000,975000,15.38,Single Family,,"listing_scrape,nj_records"
27 YALE STREET,07040,Maplewood,2024-05-12,2024-07-10,73,850000,1100000,29.41,Single Family,,"listing_scrape,nj_records"
24 PORTER ROAD,07040,Maplewood,2024-05-30,2024-07-15,52,525000,565000,7.62,Single Family,,"listing_scrape,nj_records"
11 FOREST ROAD,07040,Maplewood,2024-06-14,2024-07-16,41,799000,999000,25.03,Single Family,,"listing_scrape,nj_records"
14-18 CRESTWOOD DRIVE,07040,Maplewood,2024-06-13,2024-07-16,42,1195000,1350000,12.97,Single Family,,"listing_scrape,nj_records"
15 MENZEL AVENUE,07040,Maplewood,2024-05-08,2024-07-22,82,499000,550000,10.22,Single Family,,"listing_scrape,nj_records"
30 WASHINGTON PARK,07040,Maplewood,2024-05-13,2024-07-23,76,899000,878000,-2.34,Single Family,year_built,"listing_scrape,nj_records"
21 BERKSHIRE ROAD,07040,Maplewood,2024-05-20,2024-08-05,83,965000,965000,0.0,Single Family,,"listing_scrape,nj_records"
455 RIDGEWOOD ROAD,07040,Maplewood,2024-04-10,2024-08-07,127,899000,1100000,22.36,Single Family,year_built,"listing_scrape,nj_records"
16 CLINTON AVENUE,07040,Maplewood,2024-07-16,2024-08-08,36,850000,1118000,31.53,Single Family,,"listing_scrape,nj_records"
119 MIDLAND BLVD,07040,Maplewood,2024-06-08,2024-08-09,68,629000,680000,8.11,Single Family,,"listing_scrape,nj_records"
157 WYOMING AVENUE,07040,Maplewood,2024-06-20,2024-08-09,56,1195000,1420000,18.83,Single Family,,"listing_scrape,nj_records"
17 ORCHARD ROAD,07040,Maplewood,2024-05-29,2024-08-09,78,699000,720000,3.0,Single Family,,"listing_scrape,nj_records"
20 HICKORY DRIVE,07040,Maplewood,2024-07-10,2024-08-14,39,1649000,1850000,12.19,Single Family,,"listing_scrape,nj_records"
38 MAPLEWOOD AVENUE,07040,Maplewood,2024-06-04,2024-08-15,82,925000,1257000,35.89,Single Family,,"listing_scrape,nj_records"
50 MENZEL AVENUE,07040,Maplewood,2024-06-01,2024-08-15,89,549000,590000,7.47,Single Family,,"listing_scrape,nj_records"
100 JACOBY STREET,07040,Maplewood,2024-06-27,2024-08-23,61,425000,450000,5.88,Single Family,,"listing_scrape,nj_records"
393 BOYDEN AVENUE   C0001,07040,Maplewood,2024-06-22,2024-09-11,85,275000,290000,5.45,Condo,,"listing_scrape,nj_records"
21 EVELYN COURT,07040,Maplewood,2024-06-05,2024-09-12,109,699000,690000,-1.29,Multi-Family,,"listing_scrape,nj_records"
104 WOODSIDE ROAD,07040,Maplewood,2024-06-22,2024-10-16,121,568000,575000,1.23,Single Family,,"listing_scrape,nj_records"
6 HIGHLAND AVENUE,07040,Maplewood,2024-09-18,2024-10-21,39,939000,999000,6.39,Single Family,,"listing_scrape,nj_records"
299 WYOMING AVENUE,07040,Maplewood,2024-06-25,2024-10-25,127,1249000,1370000,9.69,Single Family,,"listing_scrape,nj_records"
7 HAUSMANN COURT,07040,Maplewood,2024-10-11,2024-11-02,41,675000,720000,6.67,Multi-Family,,"listing_scrape,nj_records"
393 BOYDEN AVENUE   C0008,07040,Maplewood,2024-09-04,2024-11-06,69,315000,355000,12.7,Condo,,"listing_scrape,nj_records"
4 CRESTWOOD DRIVE,07040,Maplewood,2024-09-11,2024-11-09,67,1150000,1251000,8.78,Single Family,,"listing_scrape,nj_records"
446 RICHMOND AVENUE,07040,Maplewood,2024-10-16,2024-11-14,34,1199000,1415000,18.02,Single Family,lot_sqft;year_built,"listing_scrape,nj_records"
35 DRAPER TERRACE,07042,Montclair,2023-05-15,2023-07-06,56,799000,910000,13.89,Single Family,year_built,"listing_scrape,nj_records"
27 FAIRFIELD STREET,07042,Montclair,2023-04-24,2023-07-10,85,1450000,2275000,56.9,Single Family,,"listing_scrape,nj_records"
88-1/2 ELM STREET,07042,Montclair,2023-06-01,2023-07-14,54,599000,725000,21.04,Single Family,,"listing_scrape,nj_records"
12 CENTRAL AVENUE,07042,Montclair,2023-07-05,2023-08-03,41,639000,850000,33.02,Single Family,,"listing_scrape,nj_records"
94 GATES AVENUE,07042,Montclair,2023-06-09,2023-08-04,61,1099000,1425000,29.66,Single Family,,"listing_scrape,nj_records"
22 MISSION STREET,07042,Montclair,2023-04-18,2023-08-09,131,750000,755000,0.67,Multi-Family,,"listing_scrape,nj_records"
15 HILLTOP PLACE,07042,Montclair,2023-06-16,2023-08-10,65,540000,601000,11.3,Multi-Family,,"listing_scrape,nj_records"
67 HIGHLAND AVENUE,07042,Montclair,2023-03-27,2023-08-16,146,2695000,3150000,16.88,Single Family,,"listing_scrape,nj_records"
2 WILFRED STREET,07042,Montclair,2023-07-18,2023-09-13,61,379000,450000,18.73,Single Family,,"listing_scrape,nj_records"
10 CLAREMONT PLACE,07042,Montclair,2023-10-05,2023-11-19,55,488000,531500,8.91,Single Family,,"listing_scrape,nj_records"
32 CENTRAL AVENUE,07042,Montclair,2023-10-12,2024-01-12,98,495000,490000,-1.01,Single Family,,"listing_scrape,nj_records"
152 HIGH STREET,07042,Montclair,2023-12-01,2024-02-22,89,699000,705000,0.86,Single Family,lot_sqft,"listing_scrape,nj_records"
132 HIGH STREET,07042,Montclair,2024-01-31,2024-02-24,28,689000,980000,42.24,Single Family,,"listing_scrape,nj_records"
13 MONTAGUE PLACE,07042,Montclair,2024-02-01,2024-03-15,53,499000,575000,15.23,Single Family,,"listing_scrape,nj_records"
27 DODD STREET,07042,Montclair,2024-03-05,2024-04-24,54,719000,987654,37.36,Single Family,,"listing_scrape,nj_records"
16 ROSEDALE AVENUE,07042,Montclair,2023-09-26,2024-05-14,247,899000,860000,-4.34,Multi-Family,,"listing_scrape,nj_records"
57 FRANKLIN PLACE,07042,Montclair,2024-05-08,2024-06-10,43,799000,1100000,37.67,Single Family,,"listing_scrape,nj_records"
90 ELM STREET,07042,Montclair,2024-05-17,2024-06-14,34,450000,620000,37.78,Single Family,,"listing_scrape,nj_records"
14 FOREST STREET    C4304,07042,Montclair,2024-05-25,2024-06-21,33,275000,315000,14.55,Condo,,"listing_scrape,nj_records"
2 FAIRFIELD STREET,07042,Montclair,2024-05-13,2024-07-02,55,1150000,1900000,65.22,Single Family,,"listing_scrape,nj_records"
188 PARK STREET,07042,Montclair,2024-04-05,2024-07-03,100,1050000,1618800,54.17,Single Family,,"listing_scrape,nj_records"
87 ESSEX AVENUE,07042,Montclair,2024-06-18,2024-07-05,22,1599000,2200000,37.59,Single Family,,"listing_scrape,nj_records"
36 DRAPER TERRACE,07042,Montclair,2024-06-04,2024-07-07,37,799000,1100000,37.67,Single Family,year_built,"listing_scrape,nj_records"
7 WILLOWDALE COURT,07042,Montclair,2024-05-27,2024-07-10,48,599000,720000,20.2,Single Family,,"listing_scrape,nj_records"
3 DODD STREET,07042,Montclair,2024-05-13,2024-07-15,76,879000,1135000,29.12,Single Family,,"listing_scrape,nj_records"
48 NO. WILLOW ST UNIT 2,07042,Montclair,2024-05-09,2024-07-18,82,599000,800000,33.56,Condo,,"listing_scrape,nj_records"
29 PLEASANT WAY,07042,Montclair,2024-06-18,2024-07-23,42,379000,475000,25.33,Single Family,,"listing_scrape,nj_records"
121 HARRISON AVENUE,07042,Montclair,2024-02-19,2024-08-02,171,899000,899000,0.0,Single Family,,"listing_scrape,nj_records"
101 GATES AVENUE C001D,07042,Montclair,2024-07-20,2024-08-05,24,295000,316000,7.12,Condo,,"listing_scrape,nj_records"
